"stop_outcome","ticket_count","warning_count","stop_district","stop_duration_mins","person_searched","property_searched","traffic_involved","gender","ethnicity","age","primary_stop_reason","day_of_week","time_category"
"No Action",0,0,"4D",24,"0","0","0","Male","Black",13,"responding to bolo","Tue","Night"
"Arrest",0,0,"4D",5,"0","0","0","Male","Black",34,"responding to bolo","Wed","Night"
"No Action",0,0,"3D",40,"0","0","0","Female","Black",14,"call for service","Wed","Night"
"No Action",0,0,"3D",33,"1","1","0","Male","Black",18,"call for service","Wed","Night"
"No Action",0,0,"5D",27,"1","0","0","Male","Black",28,"warrant/court order","Wed","Night"
"Arrest",0,0,"7D",71,"0","1","1","Male","Black",58,"officer initiated","Tue","Night"
"No Action",0,0,"1D",4,"0","0","0","Male","Black",26,"call for service","Tue","Night"
"Arrest",0,0,"4D",10,"0","0","1","Male","Black",60,"traffic response","Wed","Night"
"No Action",0,0,"7D",72,"0","1","0","Male","Black",67,"officer initiated","Wed","Night"
"Arrest",0,0,"2D",20,"0","0","0","Male","Black",53,"call for service","Wed","Night"
"Arrest",0,0,"7D",145,"0","0","0","Female","Black",35,"call for service","Tue","Night"
"No Action",0,0,"5D",5,"1","0","0","Male","Black",12,"call for service","Wed","Night"
"No Action",0,0,"2D",20,"0","0","0","Male","Black",53,"call for service","Wed","Night"
"No Action",0,0,"2D",10,"1","1","0","Male","Hispanic/Latino",25,"responding to individual's actions","Wed","Night"
"No Action",0,0,"7D",5,"0","0","0","Male","Black",NA,"call for service","Wed","Night"
"No Action",0,0,"1D",11,"0","0","0","Male","Black",37,"traffic response","Tue","Night"
"Ticket",0,0,"6D",10,"0","0","1","Male","Black",NA,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"3D",5,"0","0","1","Male","Black",NA,"Unknown","Tue","Night"
"Warning",0,0,"7D",5,"0","0","1","Female","Unknown",47,"officer initiated","Tue","Afternoon"
"Warning",0,0,"7D",5,"0","0","1","Female","Black",26,"officer initiated","Tue","Afternoon"
"Warning",0,0,"5D",10,"0","0","1","Male","Black",43,"officer initiated","Tue","Afternoon"
"Warning",0,0,"7D",5,"0","0","1","Female","Black",47,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",36,"officer initiated","Tue","Afternoon"
"Warning",0,0,"5D",10,"0","0","1","Male","Black",40,"officer initiated","Tue","Afternoon"
"Warning",0,0,"7D",5,"0","0","1","Female","Black",36,"officer initiated","Tue","Morning"
"Warning",0,0,"3D",25,"0","0","1","Female","Hispanic/Latino",35,"officer initiated","Tue","Morning"
"Warning",0,0,"2D",10,"0","0","1","Male","White",60,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"7D",5,"0","0","1","Male","Black",65,"officer initiated","Tue","Night"
"Warning",0,0,"2D",5,"0","0","1","Male","White",49,"officer initiated","Tue","Afternoon"
"Warning",0,0,"5D",5,"0","0","1","Female","Black",33,"officer initiated","Tue","Afternoon"
"Warning",0,0,"4D",10,"0","0","1","Male","Black",32,"officer initiated","Tue","Night"
"Warning",0,0,"2D",5,"0","0","1","Male","Hispanic/Latino",52,"officer initiated","Tue","Morning"
"Ticket",0,0,"2D",5,"0","0","1","Male","Black",41,"officer initiated","Tue","Afternoon"
"Warning",0,0,"5D",5,"0","0","1","Female","Black",32,"officer initiated","Tue","Morning"
"Warning",0,0,"3D",10,"0","0","1","Male","White",51,"officer initiated","Tue","Morning"
"Warning",0,0,"7D",5,"0","0","1","Female","Black",34,"officer initiated","Tue","Evening"
"Warning",0,0,"7D",10,"0","0","1","Male","Black",26,"officer initiated","Tue","Morning"
"Ticket",0,0,"3D",5,"0","0","1","Female","Black",55,"officer initiated","Tue","Afternoon"
"Warning",0,0,"3D",10,"0","0","1","Male","Hispanic/Latino",55,"officer initiated","Tue","Morning"
"Warning",0,0,"7D",5,"0","0","1","Female","Black",34,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Male","Black",30,"officer initiated","Tue","Night"
"Ticket",0,0,"7D",5,"0","0","1","Male","Black",40,"officer initiated","Tue","Afternoon"
"Warning",0,0,"5D",10,"0","0","1","Female","White",46,"officer initiated","Tue","Afternoon"
"Warning",0,0,"2D",5,"0","0","1","Male","Black",24,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",46,"officer initiated","Tue","Morning"
"Ticket",0,0,"7D",10,"0","0","1","Female","Black",28,"officer initiated","Tue","Morning"
"Warning",0,0,"5D",10,"0","0","1","Male","Hispanic/Latino",30,"officer initiated","Tue","Morning"
"Ticket",0,0,"3D",10,"0","0","1","Female","Black",32,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Female","Black",26,"officer initiated","Tue","Morning"
"Warning",0,0,"2D",10,"0","0","1","Male","White",33,"officer initiated","Tue","Afternoon"
"Warning",0,0,"6D",20,"0","0","1","Female","Black",28,"officer initiated","Tue","Morning"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",24,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",33,"officer initiated","Tue","Morning"
"Ticket",0,0,"6D",10,"0","0","1","Female","Black",29,"call for service","Tue","Evening"
"Warning",0,0,"2D",10,"0","0","1","Female","White",52,"officer initiated","Tue","Afternoon"
"Warning",0,0,"3D",10,"0","0","1","Female","White",29,"officer initiated","Tue","Afternoon"
"Warning",0,0,"2D",5,"0","0","1","Male","White",31,"officer initiated","Tue","Afternoon"
"Warning",0,0,"5D",10,"0","0","1","Male","Black",24,"officer initiated","Tue","Afternoon"
"Warning",0,0,"7D",10,"0","0","1","Female","Black",27,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",28,"officer initiated","Tue","Afternoon"
"Warning",0,0,"7D",10,"0","0","1","Female","Black",33,"officer initiated","Tue","Afternoon"
"Warning",0,0,"7D",5,"0","0","1","Female","Black",31,"officer initiated","Tue","Night"
"Ticket",0,0,"7D",20,"0","0","1","Male","Black",48,"traffic response","Wed","Night"
"Ticket",0,0,"7D",5,"0","0","1","Male","Black",30,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Hispanic/Latino",36,"officer initiated","Tue","Night"
"Warning",0,0,"2D",5,"0","0","1","Male","White",41,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"7D",10,"0","0","1","Male","Hispanic/Latino",24,"officer initiated","Tue","Morning"
"Ticket",0,0,"2D",5,"0","0","1","Female","White",29,"officer initiated","Tue","Night"
"Warning",0,0,"5D",10,"0","0","1","Female","Hispanic/Latino",42,"officer initiated","Tue","Afternoon"
"Warning",0,0,"6D",10,"0","0","1","Female","Black",24,"officer initiated","Tue","Morning"
"Ticket",0,0,"6D",10,"0","0","1","Male","Black",67,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"7D",5,"0","0","1","Male","Black",29,"officer initiated","Tue","Night"
"Warning",0,0,"2D",10,"0","0","1","Male","White",45,"officer initiated","Tue","Afternoon"
"Warning",0,0,"2D",10,"0","0","1","Male","White",30,"officer initiated","Tue","Afternoon"
"Warning",0,0,"2D",5,"0","0","1","Female","Black",46,"officer initiated","Tue","Morning"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",52,"officer initiated","Tue","Afternoon"
"Warning",0,0,"7D",5,"0","0","1","Female","Black",36,"officer initiated","Tue","Morning"
"Warning",0,0,"3D",5,"0","0","1","Male","Black",38,"officer initiated","Tue","Afternoon"
"Warning",0,0,"7D",10,"0","0","1","Unknown","Unknown",37,"officer initiated","Tue","Morning"
"Ticket",0,0,"2D",5,"0","0","1","Male","White",50,"officer initiated","Tue","Afternoon"
"Warning",0,0,"7D",10,"0","0","1","Male","Unknown",64,"officer initiated","Tue","Morning"
"Warning",0,0,"2D",5,"0","0","1","Female","Asian",49,"officer initiated","Wed","Night"
"Ticket",0,0,"2D",5,"0","0","1","Male","Black",24,"officer initiated","Wed","Night"
"Warning",0,0,"2D",5,"0","0","1","Male","Black",51,"officer initiated","Tue","Afternoon"
"Warning",0,0,"2D",10,"0","0","1","Female","White",61,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",42,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",25,"0","0","1","Male","Hispanic/Latino",31,"officer initiated","Tue","Afternoon"
"Warning",0,0,"5D",5,"0","0","1","Male","Hispanic/Latino",38,"officer initiated","Tue","Morning"
"Warning",0,0,"5D",10,"0","0","1","Male","Black",45,"officer initiated","Tue","Afternoon"
"Warning",0,0,"5D",10,"0","0","1","Male","White",30,"officer initiated","Tue","Morning"
"Warning",0,0,"3D",10,"0","0","1","Male","Black",31,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",27,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Male","Black",55,"officer initiated","Wed","Night"
"Warning",0,0,"7D",10,"0","0","1","Male","Hispanic/Latino",23,"officer initiated","Tue","Morning"
"Ticket",0,0,"2D",5,"0","0","1","Male","Unknown",32,"officer initiated","Wed","Night"
"Ticket",0,0,"5D",10,"0","0","1","Male","White",26,"officer initiated","Tue","Evening"
"Ticket",0,0,"2D",5,"0","0","1","Male","Black",56,"officer initiated","Tue","Night"
"Ticket",0,0,"2D",5,"0","0","1","Male","White",52,"officer initiated","Wed","Night"
"Warning",0,0,"2D",10,"0","0","1","Male","White",50,"officer initiated","Tue","Afternoon"
"Warning",0,0,"2D",10,"0","0","1","Male","White",56,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Female","Hispanic/Latino",31,"officer initiated","Wed","Night"
"Ticket",0,0,"2D",5,"0","0","1","Male","Hispanic/Latino",51,"officer initiated","Wed","Night"
"Warning",0,0,"2D",10,"0","0","1","Female","White",37,"officer initiated","Tue","Afternoon"
"Warning",0,0,"7D",15,"0","0","1","Female","Black",83,"officer initiated","Tue","Night"
"Warning",0,0,"2D",5,"0","0","1","Male","White",54,"officer initiated","Tue","Afternoon"
"Warning",0,0,"2D",15,"0","0","1","Male","Black",43,"officer initiated","Tue","Night"
"Warning",0,0,"4D",25,"0","0","1","Male","Black",41,"officer initiated","Tue","Afternoon"
"Warning",0,0,"2D",20,"0","0","1","Male","Hispanic/Latino",38,"officer initiated","Tue","Morning"
"Warning",0,0,"NA",15,"0","0","1","Female","Black",28,"call for service","Tue","Afternoon"
"Ticket",0,0,"1D",30,"0","0","1","Male","Black",26,"traffic response","Tue","Evening"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",37,"officer initiated","Tue","Evening"
"Ticket",0,0,"2D",5,"0","0","1","Male","Black",22,"officer initiated","Tue","Night"
"Ticket",0,0,"6D",10,"0","0","1","Female","Black",19,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",44,"officer initiated","Tue","Afternoon"
"No Action",0,0,"1D",30,"0","0","1","Male","Black",45,"officer initiated","Tue","Evening"
"Ticket",0,0,"2D",5,"0","0","1","Male","Unknown",50,"officer initiated","Tue","Night"
"Warning",0,0,"2D",5,"0","0","1","Male","Black",22,"officer initiated","Tue","Afternoon"
"Warning",0,0,"7D",5,"0","0","1","Male","Black",44,"officer initiated","Tue","Night"
"Warning",0,0,"4D",15,"0","0","1","Male","Hispanic/Latino",29,"officer initiated","Tue","Evening"
"Ticket",0,0,"5D",10,"0","0","1","Male","Hispanic/Latino",36,"officer initiated","Tue","Evening"
"Ticket",0,0,"3D",5,"0","0","1","Female","Hispanic/Latino",41,"officer initiated","Tue","Night"
"Ticket",0,0,"2D",5,"0","0","1","Male","Black",19,"officer initiated","Wed","Night"
"Ticket",0,0,"6D",10,"0","0","1","Male","Black",21,"officer initiated","Tue","Night"
"Warning",0,0,"4D",10,"0","0","1","Male","Black",30,"officer initiated","Tue","Night"
"Warning",0,0,"2D",5,"0","0","1","Female","Black",53,"officer initiated","Tue","Morning"
"Warning",0,0,"7D",10,"0","0","1","Female","Black",33,"officer initiated","Tue","Morning"
"Ticket",0,0,"3D",5,"0","0","1","Female","Black",NA,"call for service","Tue","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Male","White",20,"officer initiated","Wed","Night"
"Ticket",0,0,"2D",20,"0","0","1","Female","Black",27,"officer initiated","Tue","Afternoon"
"Warning",0,0,"2D",5,"0","0","1","Female","Asian",39,"officer initiated","Tue","Night"
"Warning",0,0,"5D",10,"0","0","1","Female","Black",63,"officer initiated","Tue","Afternoon"
"Warning",0,0,"5D",5,"0","0","1","Female","Black",49,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"3D",15,"0","0","1","Male","White",NA,"call for service","Tue","Night"
"Warning",0,0,"2D",10,"0","0","1","Female","White",24,"officer initiated","Tue","Morning"
"Warning",0,0,"2D",5,"0","0","1","Male","White",61,"officer initiated","Tue","Afternoon"
"Warning",0,0,"NA",15,"0","0","1","Female","Black",28,"call for service","Tue","Night"
"Warning",0,0,"NA",10,"0","0","1","Male","Black",53,"responding to bolo","Tue","Morning"
"Arrest",0,0,"5D",3,"0","0","0","Male","Black",40,"call for service","Wed","Night"
"No Action",0,0,"7D",6,"0","0","0","Female","Black",43,"responding to individual's actions","Wed","Night"
"Arrest",0,0,"3D",2,"0","0","0","Male","Black",34,"responding to bolo","Wed","Night"
"Arrest",0,0,"7D",10,"0","0","0","Male","Black",34,"call for service","Wed","Night"
"No Action",0,0,"1D",34,"0","0","0","Female","Black",13,"call for service","Wed","Night"
"Arrest",0,0,"2D",20,"0","0","0","Male","Unknown",61,"call for service","Wed","Night"
"Arrest",0,0,"3D",15,"0","0","0","Male","Black",20,"responding to individual's actions","Wed","Morning"
"Arrest",0,0,"5D",15,"0","0","0","Male","Black",23,"call for service","Wed","Night"
"Arrest",0,0,"7D",10,"0","0","0","Male","Black",34,"responding to bolo","Wed","Night"
"Arrest",0,0,"7D",55,"0","0","0","Male","Black",28,"call for service","Wed","Night"
"Arrest",0,0,"6D",45,"0","0","0","Male","Black",45,"traffic response","Wed","Night"
"No Action",0,0,"6D",30,"0","0","0","Female","Black",29,"call for service","Wed","Night"
"No Action",0,0,"7D",30,"0","0","0","Male","Asian",30,"call for service","Wed","Morning"
"Arrest",0,0,"7D",15,"0","0","0","Female","Black",61,"call for service","Wed","Morning"
"Arrest",0,0,"1D",5,"0","0","0","Male","Black",66,"warrant/court order","Wed","Morning"
"Arrest",0,0,"5D",3,"0","0","0","Male","Black",41,"responding to bolo","Wed","Morning"
"Arrest",0,0,"1D",1,"1","0","0","Male","Black",30,"warrant/court order","Wed","Morning"
"Arrest",0,0,"6D",1,"0","0","0","Male","Black",28,"warrant/court order","Wed","Morning"
"Arrest",0,0,"5D",10,"0","0","0","Male","Black",28,"call for service","Wed","Afternoon"
"Arrest",0,0,"7D",11,"0","0","0","Male","Black",54,"warrant/court order","Wed","Afternoon"
"Arrest",0,0,"5D",10,"0","0","1","Male","Black",25,"traffic response","Wed","Afternoon"
"Arrest",0,0,"7D",30,"0","0","1","Male","Black",31,"warrant/court order","Wed","Afternoon"
"No Action",0,0,"6D",8,"0","0","0","Male","Black",40,"responding to bolo","Wed","Afternoon"
"No Action",0,0,"5D",1,"0","0","0","Male","Black",17,"responding to bolo","Wed","Afternoon"
"No Action",0,0,"5D",1,"0","0","0","Female","Black",17,"responding to bolo","Wed","Afternoon"
"No Action",0,0,"5D",1,"0","0","0","Female","Multiple",11,"responding to bolo","Wed","Afternoon"
"No Action",0,0,"5D",1,"0","0","0","Male","Black",15,"responding to bolo","Wed","Afternoon"
"No Action",0,0,"5D",2,"0","0","0","Male","Multiple",13,"responding to bolo","Wed","Afternoon"
"Arrest",0,0,"5D",6,"1","0","0","Male","Black",34,"call for service","Wed","Afternoon"
"No Action",0,0,"3D",15,"0","0","0","Male","Black",56,"call for service","Wed","Afternoon"
"No Action",0,0,"3D",15,"0","0","0","Male","White",45,"call for service","Wed","Afternoon"
"Arrest",0,0,"4D",30,"0","0","1","Female","Black",42,"traffic response","Wed","Afternoon"
"Arrest",0,0,"1D",15,"0","0","0","Male","Black",59,"call for service","Wed","Afternoon"
"Arrest",0,0,"3D",30,"0","1","1","Male","Black",49,"traffic response","Wed","Afternoon"
"No Action",0,0,"3D",10,"1","0","0","Female","Black",13,"call for service","Wed","Evening"
"Arrest",0,0,"3D",19,"0","0","0","Female","Black",27,"call for service","Wed","Afternoon"
"Arrest",0,0,"1D",5,"1","0","0","Male","Black",36,"call for service","Wed","Afternoon"
"Arrest",0,0,"5D",23,"0","0","0","Male","White",41,"call for service","Wed","Afternoon"
"No Action",0,0,"7D",20,"0","0","0","Female","Black",28,"call for service","Wed","Afternoon"
"No Action",0,0,"7D",20,"0","0","0","Male","Black",54,"call for service","Wed","Afternoon"
"Arrest",0,0,"4D",1,"0","0","0","Male","Hispanic/Latino",35,"responding to bolo","Wed","Afternoon"
"Arrest",0,0,"5D",5,"0","0","0","Female","Black",27,"warrant/court order","Wed","Evening"
"No Action",0,0,"3D",10,"0","0","0","Male","Black",46,"information obtained from witnesses or informants","Wed","Afternoon"
"No Action",0,0,"7D",20,"0","0","0","Male","Black",28,"demeanor during a field contact","Wed","Evening"
"No Action",0,0,"6D",10,"0","1","0","Female","Black",31,"responding to individual's actions","Wed","Evening"
"Arrest",0,0,"1D",5,"0","0","0","Male","Black",13,"call for service","Wed","Evening"
"Arrest",0,0,"3D",29,"0","1","0","Male","Black",33,"responding to bolo","Wed","Evening"
"No Action",0,0,"7D",30,"0","0","0","Female","Black",NA,"responding to individual's actions","Wed","Afternoon"
"No Action",0,0,"7D",30,"0","0","0","Male","Black",34,"call for service","Wed","Evening"
"Arrest",0,0,"3D",10,"0","0","0","Male","Black",44,"responding to bolo","Wed","Evening"
"Arrest",0,0,"4D",55,"0","0","0","Female","Black",20,"call for service","Wed","Evening"
"Arrest",0,0,"1D",10,"0","1","0","Female","Black",36,"information obtained from witnesses or informants","Wed","Evening"
"Arrest",0,0,"2D",20,"0","0","1","Female","Hispanic/Latino",28,"traffic response","Wed","Evening"
"No Action",0,0,"3D",10,"0","0","0","Male","Black",44,"responding to bolo","Wed","Evening"
"Arrest",0,0,"3D",10,"0","0","0","Male","Black",29,"information obtained from witnesses or informants","Wed","Evening"
"Arrest",0,0,"3D",7,"0","0","0","Male","Black",33,"call for service","Wed","Night"
"Arrest",0,0,"4D",30,"0","0","0","Female","Black",24,"call for service","Wed","Night"
"Arrest",0,0,"5D",30,"0","0","1","Male","Hispanic/Latino",54,"call for service","Wed","Night"
"No Action",0,0,"5D",5,"1","0","0","Male","Black",NA,"demeanor during a field contact","Wed","Night"
"No Action",0,0,"5D",3,"1","0","0","Male","Black",NA,"demeanor during a field contact","Wed","Night"
"Arrest",0,0,"5D",10,"0","0","1","Male","Black",30,"responding to bolo","Wed","Night"
"No Action",0,0,"1D",20,"0","0","0","Female","Black",26,"call for service","Thu","Night"
"Arrest",0,0,"6D",10,"1","0","1","Male","Black",24,"traffic response","Wed","Night"
"Arrest",0,0,"6D",20,"1","0","0","Male","Black",28,"traffic response","Wed","Night"
"Arrest",0,0,"6D",20,"1","0","0","Female","Black",27,"traffic response","Wed","Night"
"No Action",0,0,"1D",10,"0","1","0","Male","Black",31,"traffic response","Wed","Night"
"No Action",0,0,"5D",10,"1","1","0","Male","Black",40,"traffic response","Wed","Night"
"No Action",0,0,"6D",20,"1","1","0","Male","Black",33,"demeanor during a field contact","Wed","Night"
